county,code,age_group,year,deaths,pop,age,mx
"Tulare County, CA",6107,35-44 years,2000,132,51603,35,0.00255799081448753
"Tulare County, CA",6107,35-44 years,2001,115,51806,35,0.00221982009805814
"Tulare County, CA",6107,35-44 years,2002,135,52079,35,0.002592215672343939
"Tulare County, CA",6107,35-44 years,2003,120,52593,35,0.0022816724659175175
"Tulare County, CA",6107,35-44 years,2004,123,53403,35,0.0023032413909330938
"Tulare County, CA",6107,35-44 years,2005,108,54088,35,0.0019967460434846917
"Tulare County, CA",6107,35-44 years,2006,113,54758,35,0.002063625406333321
"Tulare County, CA",6107,35-44 years,2007,107,54782,35,0.0019531963053557736
"Tulare County, CA",6107,35-44 years,2008,108,54585,35,0.001978565539983512
"Tulare County, CA",6107,35-44 years,2009,123,54540,35,0.0022552255225522554
"Tulare County, CA",6107,35-44 years,2010,103,54685,35,0.0018835146749565693
"Tulare County, CA",6107,35-44 years,2011,100,55099,35,0.0018149149712335976
"Tulare County, CA",6107,35-44 years,2012,80,55252,35,0.0014479113878230652
"Tulare County, CA",6107,35-44 years,2013,108,55653,35,0.0019405961942752412
"Tulare County, CA",6107,35-44 years,2014,110,55893,35,0.0019680460880611168
"Tulare County, CA",6107,35-44 years,2015,105,56334,35,0.0018638832676536373
"Tulare County, CA",6107,35-44 years,2016,106,57021,35,0.0018589642412444537
"Tulare County, CA",6107,45-54 years,1999,183,40107,45,0.00456279452464657
"Tulare County, CA",6107,45-54 years,2000,187,41246,45,0.0045337729719245505
"Tulare County, CA",6107,45-54 years,2001,221,42827,45,0.005160296074906017
"Tulare County, CA",6107,45-54 years,2002,207,43939,45,0.004711076719998179
"Tulare County, CA",6107,45-54 years,2003,226,45167,45,0.005003653109571147
"Tulare County, CA",6107,45-54 years,2004,266,46481,45,0.005722768443019728
"Tulare County, CA",6107,45-54 years,2005,242,47889,45,0.005053352544425651
"Tulare County, CA",6107,45-54 years,2006,272,48966,45,0.005554874811093412
"Tulare County, CA",6107,45-54 years,2007,265,50121,45,0.005287204963987151
"Tulare County, CA",6107,45-54 years,2008,240,51109,45,0.00469584613277505
"Tulare County, CA",6107,45-54 years,2009,245,51817,45,0.004728178011077446
"Tulare County, CA",6107,45-54 years,2010,217,52351,45,0.004145097514851675
"Tulare County, CA",6107,45-54 years,2011,237,52403,45,0.004522641833482816
"Tulare County, CA",6107,45-54 years,2012,232,52138,45,0.004449729563849783
"Tulare County, CA",6107,45-54 years,2013,259,52101,45,0.004971113798199651
"Tulare County, CA",6107,45-54 years,2014,226,51959,45,0.00434958332531419
"Tulare County, CA",6107,45-54 years,2015,248,51867,45,0.004781460273391559
"Tulare County, CA",6107,45-54 years,2016,237,51795,45,0.004575731248189979
"Tulare County, CA",6107,55-64 years,1999,277,25363,55,0.010921420967551157
"Tulare County, CA",6107,55-64 years,2000,279,25906,55,0.010769705859646414
"Tulare County, CA",6107,55-64 years,2001,302,26914,55,0.011220925912164673
"Tulare County, CA",6107,55-64 years,2002,319,28403,55,0.01123120797098898
"Tulare County, CA",6107,55-64 years,2003,323,29934,55,0.010790405558896238
"Tulare County, CA",6107,55-64 years,2004,304,31636,55,0.009609305854090276
"Tulare County, CA",6107,55-64 years,2005,350,33283,55,0.010515878977255656
"Tulare County, CA",6107,55-64 years,2006,327,34665,55,0.009433145824318477
"Tulare County, CA",6107,55-64 years,2007,322,35993,55,0.008946183980218375
"Tulare County, CA",6107,55-64 years,2008,378,37281,55,0.010139213003943028
"Tulare County, CA",6107,55-64 years,2009,356,38921,55,0.009146733126075897
"Tulare County, CA",6107,55-64 years,2010,389,40055,55,0.009711646486081638
"Tulare County, CA",6107,55-64 years,2011,382,41483,55,0.009208591471205072
"Tulare County, CA",6107,55-64 years,2012,418,42174,55,0.0099113197704747
"Tulare County, CA",6107,55-64 years,2013,405,42982,55,0.009422548973989111
"Tulare County, CA",6107,55-64 years,2014,384,43713,55,0.008784572095257704
"Tulare County, CA",6107,55-64 years,2015,462,44506,55,0.010380622837370242
"Tulare County, CA",6107,55-64 years,2016,452,45323,55,0.009972861461068332
"Tulare County, CA",6107,65-74 years,1999,475,18944,65,0.02507390202702703
"Tulare County, CA",6107,65-74 years,2000,457,18996,65,0.024057696357127817
"Tulare County, CA",6107,65-74 years,2001,438,19110,65,0.02291993720565149
"Tulare County, CA",6107,65-74 years,2002,461,19243,65,0.02395676349841501
"Tulare County, CA",6107,65-74 years,2003,467,19469,65,0.023986850891160306
"Tulare County, CA",6107,65-74 years,2004,430,19793,65,0.02172485222048199
"Tulare County, CA",6107,65-74 years,2005,453,20230,65,0.022392486406327235
"Tulare County, CA",6107,65-74 years,2006,463,20326,65,0.022778707074682672
"Tulare County, CA",6107,65-74 years,2007,451,20870,65,0.021609966459032102
"Tulare County, CA",6107,65-74 years,2008,477,21688,65,0.02199372925119882
"Tulare County, CA",6107,65-74 years,2009,419,22388,65,0.018715383241021975
"Tulare County, CA",6107,65-74 years,2010,453,22946,65,0.019742002963479475
"Tulare County, CA",6107,65-74 years,2011,468,23989,65,0.019508941598232524
"Tulare County, CA",6107,65-74 years,2012,472,25378,65,0.018598786350382222
"Tulare County, CA",6107,65-74 years,2013,473,26412,65,0.017908526427381492
"Tulare County, CA",6107,65-74 years,2014,543,27526,65,0.019726803749182592
"Tulare County, CA",6107,65-74 years,2015,538,28684,65,0.018756100962208897
"Tulare County, CA",6107,65-74 years,2016,548,29776,65,0.018404083825900055
"Tulare County, CA",6107,75-84 years,1999,689,12430,75,0.05543041029766693
"Tulare County, CA",6107,75-84 years,2000,715,12584,75,0.056818181818181816
"Tulare County, CA",6107,75-84 years,2001,735,12779,75,0.05751623757727522
"Tulare County, CA",6107,75-84 years,2002,769,12878,75,0.059714241341823265
"Tulare County, CA",6107,75-84 years,2003,672,12947,75,0.051903915965088435
"Tulare County, CA",6107,75-84 years,2004,682,13084,75,0.052124732497707126
"Tulare County, CA",6107,75-84 years,2005,698,13160,75,0.05303951367781155
"Tulare County, CA",6107,75-84 years,2006,664,13100,75,0.05068702290076336
"Tulare County, CA",6107,75-84 years,2007,679,13140,75,0.05167427701674277
"Tulare County, CA",6107,75-84 years,2008,612,13225,75,0.046275992438563326
"Tulare County, CA",6107,75-84 years,2009,661,13321,75,0.04962089933188199
"Tulare County, CA",6107,75-84 years,2010,654,13474,75,0.048537924892385335
"Tulare County, CA",6107,75-84 years,2011,705,13525,75,0.05212569316081331
"Tulare County, CA",6107,75-84 years,2012,647,13593,75,0.04759802839696903
"Tulare County, CA",6107,75-84 years,2013,643,13730,75,0.046831755280407866
"Tulare County, CA",6107,75-84 years,2014,619,14028,75,0.04412603364699173
"Tulare County, CA",6107,75-84 years,2015,714,14302,75,0.04992308768004475
"Tulare County, CA",6107,75-84 years,2016,671,14496,75,0.04628863134657837
"Tulare County, CA",6107,85+ years,1999,653,4207,85,0.15521749465177087
"Tulare County, CA",6107,85+ years,2000,682,4337,85,0.1572515563753747
"Tulare County, CA",6107,85+ years,2001,698,4355,85,0.16027554535017222
"Tulare County, CA",6107,85+ years,2002,644,4328,85,0.1487985212569316
"Tulare County, CA",6107,85+ years,2003,697,4449,85,0.1566644189705552
"Tulare County, CA",6107,85+ years,2004,651,4475,85,0.14547486033519552
"Tulare County, CA",6107,85+ years,2005,697,4659,85,0.14960291908134793
"Tulare County, CA",6107,85+ years,2006,703,4840,85,0.14524793388429752
"Tulare County, CA",6107,85+ years,2007,777,4964,85,0.15652699435938758
"Tulare County, CA",6107,85+ years,2008,695,5140,85,0.13521400778210116
"Tulare County, CA",6107,85+ years,2009,674,5230,85,0.12887189292543022
"Tulare County, CA",6107,85+ years,2010,779,5359,85,0.14536294084717297
"Tulare County, CA",6107,85+ years,2011,756,5460,85,0.13846153846153847
"Tulare County, CA",6107,85+ years,2012,811,5673,85,0.14295787061519477
"Tulare County, CA",6107,85+ years,2013,814,5745,85,0.14168842471714535
"Tulare County, CA",6107,85+ years,2014,759,5844,85,0.12987679671457905
"Tulare County, CA",6107,85+ years,2015,832,5993,85,0.13882863340563992
"Tulare County, CA",6107,85+ years,2016,819,6078,85,0.1347482724580454
"Tuolumne County, CA",6109,25-34 years,2001,11,5559,25,0.001978773160640403
"Tuolumne County, CA",6109,25-34 years,2003,12,5626,25,0.002132954141485958
"Tuolumne County, CA",6109,25-34 years,2007,10,5855,25,0.0017079419299743809
"Tuolumne County, CA",6109,25-34 years,2011,10,6192,25,0.001614987080103359
"Tuolumne County, CA",6109,25-34 years,2014,10,6193,25,0.0016147263038914905
"Tuolumne County, CA",6109,25-34 years,2015,11,6227,25,0.0017665007226593866
"Tuolumne County, CA",6109,35-44 years,1999,18,8245,35,0.002183141297756216
"Tuolumne County, CA",6109,35-44 years,2000,10,8157,35,0.001225940909648155
"Tuolumne County, CA",6109,35-44 years,2001,24,7953,35,0.003017729158807997
"Tuolumne County, CA",6109,35-44 years,2002,21,7766,35,0.002704094772083441
"Tuolumne County, CA",6109,35-44 years,2003,20,7587,35,0.0026360880453407142
"Tuolumne County, CA",6109,35-44 years,2004,21,7375,35,0.002847457627118644
"Tuolumne County, CA",6109,35-44 years,2005,27,7137,35,0.0037831021437578815
"Tuolumne County, CA",6109,35-44 years,2006,18,6874,35,0.002618562700029095
"Tuolumne County, CA",6109,35-44 years,2007,17,6585,35,0.0025816249050873196
"Tuolumne County, CA",6109,35-44 years,2008,14,6451,35,0.002170206169586111
"Tuolumne County, CA",6109,35-44 years,2009,11,6166,35,0.0017839766461239053
"Tuolumne County, CA",6109,35-44 years,2010,20,6018,35,0.003323363243602526
"Tuolumne County, CA",6109,35-44 years,2012,12,5644,35,0.002126151665485471
"Tuolumne County, CA",6109,35-44 years,2016,12,5597,35,0.0021440057173485795
"Tuolumne County, CA",6109,45-54 years,1999,29,8487,45,0.003416990691646047
"Tuolumne County, CA",6109,45-54 years,2000,31,8888,45,0.0034878487848784877
"Tuolumne County, CA",6109,45-54 years,2001,44,9305,45,0.004728640515851693
"Tuolumne County, CA",6109,45-54 years,2002,48,9453,45,0.0050777530942557915
"Tuolumne County, CA",6109,45-54 years,2003,56,9515,45,0.005885444035733053
"Tuolumne County, CA",6109,45-54 years,2004,54,9548,45,0.005655634687892753
"Tuolumne County, CA",6109,45-54 years,2005,43,9612,45,0.0044735746982938
"Tuolumne County, CA",6109,45-54 years,2006,48,9599,45,0.0050005208875924575
"Tuolumne County, CA",6109,45-54 years,2007,38,9401,45,0.004042123178385278
"Tuolumne County, CA",6109,45-54 years,2008,33,9092,45,0.003629564452265728
"Tuolumne County, CA",6109,45-54 years,2009,49,8805,45,0.005565019875070983
"Tuolumne County, CA",6109,45-54 years,2010,37,8597,45,0.004303826916366174
"Tuolumne County, CA",6109,45-54 years,2011,30,8063,45,0.0037206994915044028
"Tuolumne County, CA",6109,45-54 years,2012,42,7576,45,0.0055438225976768745
"Tuolumne County, CA",6109,45-54 years,2013,44,7230,45,0.006085753803596127
"Tuolumne County, CA",6109,45-54 years,2014,36,6932,45,0.0051933064050779
"Tuolumne County, CA",6109,45-54 years,2015,34,6639,45,0.00512125320078325
"Tuolumne County, CA",6109,45-54 years,2016,34,6527,45,0.005209131300750728
"Tuolumne County, CA",6109,55-64 years,1999,54,6058,55,0.008913832948167713
"Tuolumne County, CA",6109,55-64 years,2000,56,6291,55,0.008901605468129074
"Tuolumne County, CA",6109,55-64 years,2001,47,6666,55,0.007050705070507051
"Tuolumne County, CA",6109,55-64 years,2002,67,7154,55,0.009365389991613083
"Tuolumne County, CA",6109,55-64 years,2003,79,7580,55,0.010422163588390501
"Tuolumne County, CA",6109,55-64 years,2004,69,7957,55,0.008671609903229861
"Tuolumne County, CA",6109,55-64 years,2005,59,8285,55,0.00712130356065178
"Tuolumne County, CA",6109,55-64 years,2006,82,8656,55,0.009473197781885398
"Tuolumne County, CA",6109,55-64 years,2007,76,8919,55,0.008521134656351608
"Tuolumne County, CA",6109,55-64 years,2008,83,9199,55,0.00902271986085444
"Tuolumne County, CA",6109,55-64 years,2009,74,9375,55,0.007893333333333334
"Tuolumne County, CA",6109,55-64 years,2010,71,9469,55,0.007498151863977189
"Tuolumne County, CA",6109,55-64 years,2011,75,9617,55,0.007798689820110221
"Tuolumne County, CA",6109,55-64 years,2012,78,9414,55,0.0082855321861058
"Tuolumne County, CA",6109,55-64 years,2013,76,9447,55,0.008044881973113158
"Tuolumne County, CA",6109,55-64 years,2014,93,9377,55,0.009917884184707262
"Tuolumne County, CA",6109,55-64 years,2015,92,9322,55,0.009869126796824716
"Tuolumne County, CA",6109,55-64 years,2016,80,9222,55,0.008674907829104316
"Tuolumne County, CA",6109,65-74 years,1999,110,5561,65,0.01978061499730264
"Tuolumne County, CA",6109,65-74 years,2000,118,5541,65,0.021295794982855082
"Tuolumne County, CA",6109,65-74 years,2001,112,5499,65,0.020367339516275687
"Tuolumne County, CA",6109,65-74 years,2002,111,5479,65,0.020259171381638984
"Tuolumne County, CA",6109,65-74 years,2003,88,5521,65,0.015939141459880457
"Tuolumne County, CA",6109,65-74 years,2004,100,5552,65,0.018011527377521614
"Tuolumne County, CA",6109,65-74 years,2005,97,5577,65,0.0173928635467097
"Tuolumne County, CA",6109,65-74 years,2006,84,5624,65,0.014935988620199146
"Tuolumne County, CA",6109,65-74 years,2007,94,5706,65,0.016473887136347704
"Tuolumne County, CA",6109,65-74 years,2008,99,5914,65,0.016739939127494084
"Tuolumne County, CA",6109,65-74 years,2009,85,6074,65,0.01399407309845242
"Tuolumne County, CA",6109,65-74 years,2010,96,6187,65,0.01551640536609019
"Tuolumne County, CA",6109,65-74 years,2011,98,6441,65,0.015215028722248098
"Tuolumne County, CA",6109,65-74 years,2012,92,6819,65,0.01349171432761402
"Tuolumne County, CA",6109,65-74 years,2013,117,7081,65,0.016523089959045334
"Tuolumne County, CA",6109,65-74 years,2014,106,7376,65,0.014370932754880694
"Tuolumne County, CA",6109,65-74 years,2015,121,7680,65,0.015755208333333333
"Tuolumne County, CA",6109,65-74 years,2016,126,7957,65,0.015835113736332788
"Tuolumne County, CA",6109,75-84 years,1999,158,3480,75,0.045402298850574715
"Tuolumne County, CA",6109,75-84 years,2000,192,3559,75,0.05394773812868783
"Tuolumne County, CA",6109,75-84 years,2001,182,3560,75,0.05112359550561798
"Tuolumne County, CA",6109,75-84 years,2002,188,3659,75,0.05138015851325499
"Tuolumne County, CA",6109,75-84 years,2003,172,3657,75,0.04703308722996992
"Tuolumne County, CA",6109,75-84 years,2004,187,3682,75,0.050787615426398695
"Tuolumne County, CA",6109,75-84 years,2005,177,3695,75,0.04790257104194858
"Tuolumne County, CA",6109,75-84 years,2006,171,3644,75,0.0469264544456641
"Tuolumne County, CA",6109,75-84 years,2007,159,3603,75,0.04412989175686927
"Tuolumne County, CA",6109,75-84 years,2008,149,3612,75,0.04125138427464009
"Tuolumne County, CA",6109,75-84 years,2009,145,3588,75,0.040412486064659976
"Tuolumne County, CA",6109,75-84 years,2010,180,3632,75,0.04955947136563876
"Tuolumne County, CA",6109,75-84 years,2011,162,3562,75,0.045480067377877596
"Tuolumne County, CA",6109,75-84 years,2012,142,3542,75,0.04009034443817053
"Tuolumne County, CA",6109,75-84 years,2013,177,3632,75,0.04873348017621145
"Tuolumne County, CA",6109,75-84 years,2014,161,3709,75,0.043407926664869236
"Tuolumne County, CA",6109,75-84 years,2015,167,3818,75,0.043740178103719225
"Tuolumne County, CA",6109,75-84 years,2016,156,3882,75,0.0401854714064915
"Tuolumne County, CA",6109,85+ years,1999,153,933,85,0.1639871382636656
"Tuolumne County, CA",6109,85+ years,2000,166,967,85,0.17166494312306102
"Tuolumne County, CA",6109,85+ years,2001,173,1024,85,0.1689453125
"Tuolumne County, CA",6109,85+ years,2002,159,1058,85,0.1502835538752363
"Tuolumne County, CA",6109,85+ years,2003,191,1160,85,0.1646551724137931
"Tuolumne County, CA",6109,85+ years,2004,162,1162,85,0.13941480206540446
"Tuolumne County, CA",6109,85+ years,2005,146,1191,85,0.12258606213266163
"Tuolumne County, CA",6109,85+ years,2006,178,1261,85,0.14115781126090404
"Tuolumne County, CA",6109,85+ years,2007,209,1356,85,0.1541297935103245
"Tuolumne County, CA",6109,85+ years,2008,212,1416,85,0.1497175141242938
"Tuolumne County, CA",6109,85+ years,2009,180,1459,85,0.12337217272104181
"Tuolumne County, CA",6109,85+ years,2010,195,1475,85,0.13220338983050847
"Tuolumne County, CA",6109,85+ years,2011,215,1492,85,0.14410187667560323
"Tuolumne County, CA",6109,85+ years,2012,240,1541,85,0.15574302401038287
"Tuolumne County, CA",6109,85+ years,2013,223,1562,85,0.14276568501920614
"Tuolumne County, CA",6109,85+ years,2014,232,1539,85,0.1507472384665367
"Tuolumne County, CA",6109,85+ years,2015,232,1479,85,0.1568627450980392
"Tuolumne County, CA",6109,85+ years,2016,229,1458,85,0.15706447187928668
"Ventura County, CA",6111,< 1 year,1999,57,10625,0,0.005364705882352942
"Ventura County, CA",6111,< 1 year,2000,48,10560,0,0.004545454545454545
"Ventura County, CA",6111,< 1 year,2001,60,11413,0,0.005257162884430036
"Ventura County, CA",6111,< 1 year,2002,58,11104,0,0.005223342939481268
"Ventura County, CA",6111,< 1 year,2003,70,11405,0,0.006137658921525646
"Ventura County, CA",6111,< 1 year,2004,90,11336,0,0.007939308398023995
"Ventura County, CA",6111,< 1 year,2005,77,11268,0,0.006833510827121051
"Ventura County, CA",6111,< 1 year,2006,68,11452,0,0.005937827453719874
"Ventura County, CA",6111,< 1 year,2007,67,11376,0,0.005889592123769339
"Ventura County, CA",6111,< 1 year,2008,68,11184,0,0.006080114449213162
"Ventura County, CA",6111,< 1 year,2009,51,10622,0,0.0048013556768970065
"Ventura County, CA",6111,< 1 year,2010,57,10436,0,0.005461862782675355
"Ventura County, CA",6111,< 1 year,2011,39,10946,0,0.0035629453681710215
"Ventura County, CA",6111,< 1 year,2012,48,10454,0,0.004591543906638607
"Ventura County, CA",6111,< 1 year,2013,64,10444,0,0.006127920337035618
"Ventura County, CA",6111,< 1 year,2014,47,10229,0,0.004594779548342947
"Ventura County, CA",6111,< 1 year,2015,50,10399,0,0.004808154630252909
"Ventura County, CA",6111,< 1 year,2016,29,10232,0,0.0028342455043002344
"Ventura County, CA",6111,1-4 years,1999,10,46055,1,2.1713169037020953e-4
"Ventura County, CA",6111,1-4 years,2000,16,45671,1,3.5033172034770423e-4
"Ventura County, CA",6111,1-4 years,2001,14,44408,1,3.1525851197982345e-4
"Ventura County, CA",6111,1-4 years,2003,14,44773,1,3.1268845062872714e-4
"Ventura County, CA",6111,1-4 years,2006,10,44391,1,2.2527088824311235e-4
"Ventura County, CA",6111,1-4 years,2007,11,44632,1,2.4645993905717873e-4
"Ventura County, CA",6111,1-4 years,2009,13,44910,1,0.00028946782453796483
"Ventura County, CA",6111,1-4 years,2010,14,44900,1,3.1180400890868596e-4
"Ventura County, CA",6111,1-4 years,2011,10,44193,1,2.2628018011902338e-4
"Ventura County, CA",6111,5-9 years,2007,10,54430,5,1.8372221201543268e-4
"Ventura County, CA",6111,10-14 years,1999,11,58407,10,1.8833359015186537e-4
"Ventura County, CA",6111,10-14 years,2006,13,63971,10,2.0321708274061685e-4
"Ventura County, CA",6111,10-14 years,2007,13,62508,10,2.0797337940743586e-4
"Ventura County, CA",6111,10-14 years,2009,16,60647,10,2.63821788381948e-4
"Ventura County, CA",6111,15-19 years,1999,28,54545,15,5.133376111467596e-4
"Ventura County, CA",6111,15-19 years,2000,22,55677,15,3.9513623219641865e-4
"Ventura County, CA",6111,15-19 years,2001,29,56740,15,5.111032781106803e-4
"Ventura County, CA",6111,15-19 years,2002,26,58042,15,4.479514834085662e-4
"Ventura County, CA",6111,15-19 years,2003,35,59105,15,5.921664833770408e-4
"Ventura County, CA",6111,15-19 years,2004,33,60325,15,5.470368835474513e-4
"Ventura County, CA",6111,15-19 years,2005,23,61615,15,3.732857258784387e-4
"Ventura County, CA",6111,15-19 years,2006,26,63391,15,4.101528608162042e-4
"Ventura County, CA",6111,15-19 years,2007,36,64112,15,5.61517344646868e-4
"Ventura County, CA",6111,15-19 years,2008,32,64700,15,4.945904173106646e-4
"Ventura County, CA",6111,15-19 years,2009,24,64840,15,3.701418877236274e-4
"Ventura County, CA",6111,15-19 years,2010,24,64407,15,3.726303041594858e-4
"Ventura County, CA",6111,15-19 years,2011,27,62802,15,4.299226139294927e-4
"Ventura County, CA",6111,15-19 years,2012,20,61476,15,3.2533021016331576e-4
"Ventura County, CA",6111,15-19 years,2013,24,60286,15,3.981023786617125e-4
"Ventura County, CA",6111,15-19 years,2014,17,59245,15,2.8694404591104734e-4
"Ventura County, CA",6111,15-19 years,2015,29,58373,15,4.968050297226458e-4
"Ventura County, CA",6111,15-19 years,2016,16,57519,15,2.7816895286774805e-4
"Ventura County, CA",6111,20-24 years,1999,27,44664,20,6.045137023105857e-4
"Ventura County, CA",6111,20-24 years,2000,44,46380,20,9.486847779215179e-4
"Ventura County, CA",6111,20-24 years,2001,40,48391,20,8.265999876010002e-4
"Ventura County, CA",6111,20-24 years,2002,34,50414,20,6.744158368707105e-4
"Ventura County, CA",6111,20-24 years,2003,55,51821,20,0.0010613457864572277
"Ventura County, CA",6111,20-24 years,2004,47,53285,20,8.820493572299897e-4
"Ventura County, CA",6111,20-24 years,2005,47,53701,20,8.752164764157092e-4
"Ventura County, CA",6111,20-24 years,2006,43,54351,20,7.911537966182775e-4
"Ventura County, CA",6111,20-24 years,2007,46,54167,20,8.492255432274263e-4
"Ventura County, CA",6111,20-24 years,2008,42,54489,20,7.707977756978472e-4
"Ventura County, CA",6111,20-24 years,2009,37,55366,20,6.682801719466821e-4
"Ventura County, CA",6111,20-24 years,2010,47,56183,20,8.36551981916238e-4
"Ventura County, CA",6111,20-24 years,2011,52,58261,20,8.925353152194435e-4
"Ventura County, CA",6111,20-24 years,2012,28,59722,20,4.68838953819363e-4
"Ventura County, CA",6111,20-24 years,2013,57,60936,20,9.354076408034659e-4
"Ventura County, CA",6111,20-24 years,2014,33,61368,20,5.377395385217052e-4
"Ventura County, CA",6111,20-24 years,2015,32,60733,20,5.268964154578236e-4
"Ventura County, CA",6111,20-24 years,2016,47,59295,20,7.926469348174382e-4
"Ventura County, CA",6111,25-34 years,1999,63,105273,25,5.984440454817474e-4
"Ventura County, CA",6111,25-34 years,2000,74,104166,25,7.104045465890982e-4
"Ventura County, CA",6111,25-34 years,2001,79,103209,25,7.654371227315448e-4
"Ventura County, CA",6111,25-34 years,2002,92,102819,25,8.94776257306529e-4
"Ventura County, CA",6111,25-34 years,2003,90,102082,25,8.816441684136282e-4
"Ventura County, CA",6111,25-34 years,2004,77,101401,25,7.593613475212276e-4
"Ventura County, CA",6111,25-34 years,2005,88,99842,25,8.813926003084874e-4
"Ventura County, CA",6111,25-34 years,2006,90,99772,25,9.020566892514934e-4
"Ventura County, CA",6111,25-34 years,2007,85,99964,25,8.503061101996719e-4
"Ventura County, CA",6111,25-34 years,2008,93,101234,25,9.186636900646028e-4
"Ventura County, CA",6111,25-34 years,2009,84,103473,25,8.118059783711693e-4
"Ventura County, CA",6111,25-34 years,2010,81,105460,25,7.680637208420254e-4
"Ventura County, CA",6111,25-34 years,2011,81,107170,25,7.558085285061118e-4
"Ventura County, CA",6111,25-34 years,2012,96,107465,25,8.93314102265854e-4
"Ventura County, CA",6111,25-34 years,2013,96,108213,25,8.871392531396413e-4
"Ventura County, CA",6111,25-34 years,2014,84,109453,25,7.674526965912309e-4
"Ventura County, CA",6111,25-34 years,2015,95,110749,25,8.577955557160787e-4
"Ventura County, CA",6111,25-34 years,2016,97,112056,25,8.656386092667952e-4
"Ventura County, CA",6111,35-44 years,1999,174,126231,35,0.001378425267961119
"Ventura County, CA",6111,35-44 years,2000,189,126980,35,0.0014884233737596471
"Ventura County, CA",6111,35-44 years,2001,165,127295,35,0.0012962017361247496
"Ventura County, CA",6111,35-44 years,2002,179,127587,35,0.0014029642518438399
"Ventura County, CA",6111,35-44 years,2003,173,126067,35,0.0013722861652930584
"Ventura County, CA",6111,35-44 years,2004,161,124990,35,0.0012881030482438595
"Ventura County, CA",6111,35-44 years,2005,177,122183,35,0.0014486467020780305
"Ventura County, CA",6111,35-44 years,2006,160,119766,35,0.0013359384132391498
"Ventura County, CA",6111,35-44 years,2007,154,116812,35,0.0013183577029757217
"Ventura County, CA",6111,35-44 years,2008,129,114415,35,0.001127474544421623
"Ventura County, CA",6111,35-44 years,2009,144,112185,35,0.0012835940633774568
"Ventura County, CA",6111,35-44 years,2010,104,111083,35,9.362368679275857e-4
"Ventura County, CA",6111,35-44 years,2011,139,109372,35,0.001270892001609187
"Ventura County, CA",6111,35-44 years,2012,124,108341,35,0.001144534386797242
"Ventura County, CA",6111,35-44 years,2013,134,107452,35,0.0012470684584744817
"Ventura County, CA",6111,35-44 years,2014,110,106490,35,0.001032960841393558
"Ventura County, CA",6111,35-44 years,2015,148,105787,35,0.001399037688940985
"Ventura County, CA",6111,35-44 years,2016,132,105013,35,0.0012569872301524574
"Ventura County, CA",6111,45-54 years,1999,279,99386,45,0.0028072364316905803
"Ventura County, CA",6111,45-54 years,2000,327,102747,45,0.003182574673713101
"Ventura County, CA",6111,45-54 years,2001,336,107800,45,0.003116883116883117
"Ventura County, CA",6111,45-54 years,2002,336,110070,45,0.0030526028890705916
"Ventura County, CA",6111,45-54 years,2003,346,113081,45,0.0030597536279304218
"Ventura County, CA",6111,45-54 years,2004,332,115059,45,0.0028854761470202242
"Ventura County, CA",6111,45-54 years,2005,357,117035,45,0.0030503695475712395
"Ventura County, CA",6111,45-54 years,2006,348,118839,45,0.002928331608310403
"Ventura County, CA",6111,45-54 years,2007,357,120296,45,0.0029676797233490725
"Ventura County, CA",6111,45-54 years,2008,351,121571,45,0.0028872017175148677
"Ventura County, CA",6111,45-54 years,2009,372,122758,45,0.0030303524006582054
"Ventura County, CA",6111,45-54 years,2010,352,123704,45,0.0028455021664618766
"Ventura County, CA",6111,45-54 years,2011,358,123136,45,0.00290735446985447
"Ventura County, CA",6111,45-54 years,2012,332,121879,45,0.0027240131605937037
"Ventura County, CA",6111,45-54 years,2013,307,120655,45,0.0025444449048941196
"Ventura County, CA",6111,45-54 years,2014,282,119596,45,0.002357938392588381
"Ventura County, CA",6111,45-54 years,2015,321,118497,45,0.0027089293399832908
"Ventura County, CA",6111,45-54 years,2016,325,116993,45,0.0027779439795543323
"Ventura County, CA",6111,55-64 years,1999,408,58645,55,0.0069571148435501745
"Ventura County, CA",6111,55-64 years,2000,440,60736,55,0.007244467860906217
"Ventura County, CA",6111,55-64 years,2001,438,63675,55,0.0068786808009422854
"Ventura County, CA",6111,55-64 years,2002,443,68506,55,0.006466586868303506
"Ventura County, CA",6111,55-64 years,2003,446,72370,55,0.006162774630371701
"Ventura County, CA",6111,55-64 years,2004,480,75525,55,0.006355511420059583
"Ventura County, CA",6111,55-64 years,2005,497,78352,55,0.006343169287318767
"Ventura County, CA",6111,55-64 years,2006,493,81171,55,0.006073597713469096
"Ventura County, CA",6111,55-64 years,2007,519,83660,55,0.00620368156825245
"Ventura County, CA",6111,55-64 years,2008,573,86571,55,0.006618844647745781
"Ventura County, CA",6111,55-64 years,2009,555,90341,55,0.006143390044387377
"Ventura County, CA",6111,55-64 years,2010,552,93476,55,0.005905259103941118
"Ventura County, CA",6111,55-64 years,2011,625,98110,55,0.006370400570787891
"Ventura County, CA",6111,55-64 years,2012,539,99856,55,0.005397772792821663
"Ventura County, CA",6111,55-64 years,2013,631,102606,55,0.006149737832095589
"Ventura County, CA",6111,55-64 years,2014,630,105142,55,0.005991896673070704
"Ventura County, CA",6111,55-64 years,2015,627,107714,55,0.005820970347401452
"Ventura County, CA",6111,55-64 years,2016,586,109840,55,0.005335032774945375
