county,code,age_group,year,deaths,pop,age,mx
"San Joaquin County, CA",6077,75-84 years,2010,1128,22709,75,0.04967193623673433
"San Joaquin County, CA",6077,75-84 years,2011,1080,22917,75,0.04712658724964001
"San Joaquin County, CA",6077,75-84 years,2012,1169,22919,75,0.051005715781665864
"San Joaquin County, CA",6077,75-84 years,2013,1072,23463,75,0.04568895708136214
"San Joaquin County, CA",6077,75-84 years,2014,1131,23988,75,0.04714857428714357
"San Joaquin County, CA",6077,75-84 years,2015,1203,24650,75,0.04880324543610547
"San Joaquin County, CA",6077,75-84 years,2016,1179,25538,75,0.04616649698488527
"San Joaquin County, CA",6077,85+ years,1999,1128,7304,85,0.15443592552026286
"San Joaquin County, CA",6077,85+ years,2000,1135,7507,85,0.15119222059411216
"San Joaquin County, CA",6077,85+ years,2001,1121,7590,85,0.14769433465085638
"San Joaquin County, CA",6077,85+ years,2002,1131,7678,85,0.14730398541286793
"San Joaquin County, CA",6077,85+ years,2003,1233,7851,85,0.15705005731753915
"San Joaquin County, CA",6077,85+ years,2004,1140,7928,85,0.1437941473259334
"San Joaquin County, CA",6077,85+ years,2005,1338,8289,85,0.16141874773796597
"San Joaquin County, CA",6077,85+ years,2006,1281,8545,85,0.14991222937390286
"San Joaquin County, CA",6077,85+ years,2007,1288,8982,85,0.14339790692496104
"San Joaquin County, CA",6077,85+ years,2008,1375,9295,85,0.14792899408284024
"San Joaquin County, CA",6077,85+ years,2009,1249,9667,85,0.12920244129512776
"San Joaquin County, CA",6077,85+ years,2010,1348,9942,85,0.1355864011265339
"San Joaquin County, CA",6077,85+ years,2011,1384,10436,85,0.13261786124952088
"San Joaquin County, CA",6077,85+ years,2012,1440,10771,85,0.13369232197567543
"San Joaquin County, CA",6077,85+ years,2013,1469,10965,85,0.1339717282261742
"San Joaquin County, CA",6077,85+ years,2014,1534,11137,85,0.1377390679716261
"San Joaquin County, CA",6077,85+ years,2015,1590,11383,85,0.13968198190283757
"San Joaquin County, CA",6077,85+ years,2016,1576,11452,85,0.13761788333915473
"San Luis Obispo County, CA",6079,< 1 year,2000,11,2292,0,0.004799301919720768
"San Luis Obispo County, CA",6079,< 1 year,2001,15,2405,0,0.006237006237006237
"San Luis Obispo County, CA",6079,< 1 year,2004,17,2604,0,0.006528417818740399
"San Luis Obispo County, CA",6079,< 1 year,2005,18,2577,0,0.006984866123399301
"San Luis Obispo County, CA",6079,< 1 year,2006,10,2586,0,0.0038669760247486465
"San Luis Obispo County, CA",6079,< 1 year,2010,17,2597,0,0.006546014632268001
"San Luis Obispo County, CA",6079,< 1 year,2011,14,2612,0,0.005359877488514548
"San Luis Obispo County, CA",6079,< 1 year,2012,19,2595,0,0.007321772639691715
"San Luis Obispo County, CA",6079,< 1 year,2013,15,2605,0,0.005758157389635317
"San Luis Obispo County, CA",6079,< 1 year,2014,14,2593,0,0.005399151561897416
"San Luis Obispo County, CA",6079,< 1 year,2015,11,2619,0,0.004200076365024819
"San Luis Obispo County, CA",6079,< 1 year,2016,12,2632,0,0.004559270516717325
"San Luis Obispo County, CA",6079,15-19 years,2000,10,20893,15,4.7862920595414735e-4
"San Luis Obispo County, CA",6079,15-19 years,2003,15,22634,15,6.627198020676858e-4
"San Luis Obispo County, CA",6079,15-19 years,2004,13,22840,15,5.691768826619965e-4
"San Luis Obispo County, CA",6079,15-19 years,2005,13,22883,15,5.681073285845387e-4
"San Luis Obispo County, CA",6079,15-19 years,2009,13,22211,15,5.852955742650038e-4
"San Luis Obispo County, CA",6079,20-24 years,1999,19,21692,20,8.758989489212613e-4
"San Luis Obispo County, CA",6079,20-24 years,2003,10,27111,20,3.6885397071299473e-4
"San Luis Obispo County, CA",6079,20-24 years,2004,15,28343,20,5.292312034717567e-4
"San Luis Obispo County, CA",6079,20-24 years,2005,14,29105,20,4.810170073870469e-4
"San Luis Obispo County, CA",6079,20-24 years,2006,19,29245,20,6.496837066165156e-4
"San Luis Obispo County, CA",6079,20-24 years,2007,14,28833,20,4.8555474629764507e-4
"San Luis Obispo County, CA",6079,20-24 years,2009,14,27767,20,5.041956279036266e-4
"San Luis Obispo County, CA",6079,20-24 years,2010,15,27342,20,5.486065393899496e-4
"San Luis Obispo County, CA",6079,20-24 years,2011,15,28541,20,5.255597211029746e-4
"San Luis Obispo County, CA",6079,20-24 years,2012,21,30064,20,6.985098456625864e-4
"San Luis Obispo County, CA",6079,20-24 years,2014,15,30845,20,4.863024801426487e-4
"San Luis Obispo County, CA",6079,20-24 years,2016,14,30818,20,4.542799662534882e-4
"San Luis Obispo County, CA",6079,25-34 years,1999,26,28797,25,9.02871826926416e-4
"San Luis Obispo County, CA",6079,25-34 years,2000,22,28177,25,7.807786492529368e-4
"San Luis Obispo County, CA",6079,25-34 years,2001,35,27454,25,0.0012748597654258032
"San Luis Obispo County, CA",6079,25-34 years,2002,19,26787,25,7.092992869675589e-4
"San Luis Obispo County, CA",6079,25-34 years,2003,18,26821,25,6.711159166324894e-4
"San Luis Obispo County, CA",6079,25-34 years,2004,19,26814,25,7.085850675020511e-4
"San Luis Obispo County, CA",6079,25-34 years,2005,21,26464,25,7.935308343409916e-4
"San Luis Obispo County, CA",6079,25-34 years,2006,23,27116,25,8.482077002507745e-4
"San Luis Obispo County, CA",6079,25-34 years,2007,32,28063,25,0.0011402914870113673
"San Luis Obispo County, CA",6079,25-34 years,2008,27,29868,25,9.039775010044194e-4
"San Luis Obispo County, CA",6079,25-34 years,2009,27,31226,25,8.646640619996157e-4
"San Luis Obispo County, CA",6079,25-34 years,2010,22,32108,25,6.851874922137785e-4
"San Luis Obispo County, CA",6079,25-34 years,2011,26,31663,25,8.211477118403184e-4
"San Luis Obispo County, CA",6079,25-34 years,2012,37,31562,25,0.0011722957987453267
"San Luis Obispo County, CA",6079,25-34 years,2013,28,31721,25,8.826960058005738e-4
"San Luis Obispo County, CA",6079,25-34 years,2014,28,32401,25,8.641708589241072e-4
"San Luis Obispo County, CA",6079,25-34 years,2015,32,32443,25,9.863452824954535e-4
"San Luis Obispo County, CA",6079,25-34 years,2016,30,32548,25,9.217156200073737e-4
"San Luis Obispo County, CA",6079,35-44 years,1999,65,38415,35,0.001692047377326565
"San Luis Obispo County, CA",6079,35-44 years,2000,58,38416,35,0.0015097875885047897
"San Luis Obispo County, CA",6079,35-44 years,2001,63,37496,35,0.0016801792191167059
"San Luis Obispo County, CA",6079,35-44 years,2002,66,36336,35,0.0018163804491413474
"San Luis Obispo County, CA",6079,35-44 years,2003,65,34838,35,0.0018657787473448533
"San Luis Obispo County, CA",6079,35-44 years,2004,51,33769,35,0.0015102608901655364
